date,fingerprint,transport,users,frac
2017-11-13,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.00,100.00
2017-11-14,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.71,100.00
2017-11-15,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.49,100.00
2017-11-16,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.00,100.00
2017-11-17,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.71,100.00
2017-11-18,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.49,100.00
2017-11-19,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.71,100.00
2017-11-20,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.78,100.00
2017-11-21,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,3.09,100.00
2017-11-22,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,3.31,100.00
2017-11-23,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,3.09,100.00
2017-11-24,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,3.60,100.00
2017-11-25,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,3.60,100.00
2017-11-26,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,3.60,100.00
2017-11-27,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,3.89,100.00
2017-11-28,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,3.82,100.00
2017-11-29,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.80,100.00
2017-11-30,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,3.09,100.00
2017-12-01,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,3.02,100.00
2017-12-02,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,3.16,100.00
2017-12-03,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,5.20,100.00
2017-12-04,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,5.20,100.00
2017-12-05,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,5.78,100.00
2017-12-06,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,5.64,100.00
2017-12-07,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.30,100.00
2017-12-10,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.59,100.00
2017-12-11,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,4.11,100.00
2017-12-12,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,4.76,100.00
2017-12-13,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,5.93,100.00
2017-12-14,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,4.11,100.00
2017-12-15,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,3.89,100.00
2017-12-16,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,3.82,100.00
2017-12-17,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.80,100.00
2017-12-18,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,3.38,100.00
2017-12-19,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,4.40,100.00
2017-12-20,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,4.40,100.00
2017-12-21,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,3.82,100.00
2017-12-22,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.51,100.00
2017-12-23,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.71,100.00
2017-12-24,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.78,100.00
2017-12-25,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.51,100.00
2017-12-26,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.29,100.00
2017-12-27,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.51,100.00
2017-12-28,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.29,100.00
2017-12-29,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.51,100.00
2017-12-30,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.00,100.00
2017-12-31,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.29,100.00
2018-01-01,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.80,100.00
2018-01-02,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.80,100.00
2018-01-03,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.51,100.00
2018-01-04,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.00,100.00
2018-01-05,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.58,100.00
2018-01-06,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,4.18,100.00
2018-01-07,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,4.91,100.00
2018-01-08,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,3.82,100.00
2018-01-09,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.51,100.00
2018-01-10,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.28,100.00
2018-01-11,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,0.81,100.00
2018-01-12,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.65,100.00
2018-01-13,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,3.60,100.00
2018-01-14,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,3.60,100.00
2018-01-15,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.20,100.00
2018-01-15,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.75,100.00
2018-01-16,5481936581E23D2D178105D44DB6915AB06BFB7F,<OR>,0.30,100.00
2018-01-16,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.67,100.00
2018-01-17,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,3.75,100.00
2018-01-18,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,3.12,100.00
2018-01-19,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,3.92,100.00
2018-01-20,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,4.08,100.00
2018-01-21,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,3.28,100.00
2018-01-22,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.80,100.00
2018-01-23,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,3.45,100.00
2018-01-24,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,3.75,100.00
2018-01-25,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.48,100.00
2018-01-26,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.00,100.00
2018-01-27,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.32,100.00
2018-01-28,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,3.12,100.00
2018-01-29,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.95,100.00
2018-01-30,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.32,100.00
2018-01-31,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.80,100.00
2018-02-01,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.15,100.00
2018-02-02,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.17,100.00
2018-02-03,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,3.60,100.00
2018-02-04,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,3.92,100.00
2018-02-05,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,4.08,100.00
2018-02-06,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,4.25,100.00
2018-02-07,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,4.88,100.00
2018-02-08,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,4.40,100.00
2018-02-09,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,3.75,100.00
2018-02-10,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,3.12,100.00
2018-02-11,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,3.28,100.00
2018-02-12,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.48,100.00
2018-02-13,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.00,100.00
2018-02-14,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.65,100.00
2018-02-15,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,4.25,100.00
2018-02-16,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,4.88,100.00
2018-02-17,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,4.40,100.00
2018-02-18,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,4.72,100.00
2018-02-19,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,4.88,100.00
2018-02-20,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,5.05,100.00
2018-02-21,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,5.35,100.00
2018-02-22,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,4.40,100.00
2018-02-23,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,4.72,100.00
2018-02-24,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,3.90,100.00
2018-02-25,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,4.55,100.00
2018-02-26,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,5.05,100.00
2018-02-27,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,4.55,100.00
2018-02-28,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,5.05,100.00
2018-03-01,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,4.55,100.00
2018-03-02,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,5.20,100.00
2018-03-03,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,4.91,100.00
2018-03-04,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,4.04,100.00
2018-03-05,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,4.90,100.00
2018-03-06,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,4.15,100.00
2018-03-07,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,7.42,100.00
2018-03-08,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,6.85,100.00
2018-03-09,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,6.80,100.00
2018-03-10,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,6.05,100.00
2018-03-11,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,4.49,100.00
2018-03-12,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,0.85,100.00
2018-03-13,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,5.84,100.00
2018-03-14,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,4.48,100.00
2018-03-15,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,5.36,100.00
2018-03-16,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,6.56,100.00
2018-03-17,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,4.40,100.00
2018-03-18,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,4.32,100.00
2018-03-19,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,3.68,100.00
2018-03-20,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,4.56,100.00
2018-03-21,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,5.92,100.00
2018-03-22,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,5.20,100.00
2018-03-23,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,5.04,100.00
2018-03-24,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,3.60,100.00
2018-03-25,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,3.52,100.00
2018-03-26,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.72,100.00
2018-03-27,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.16,100.00
2018-03-28,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,3.44,100.00
2018-03-29,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.00,100.00
2018-03-30,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.08,100.00
2018-03-31,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.72,100.00
2018-04-01,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.84,100.00
2018-04-02,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,0.56,100.00
2018-04-03,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.00,100.00
2018-04-04,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.00,100.00
2018-04-05,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.00,100.00
2018-04-06,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.92,100.00
2018-04-07,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.20,100.00
2018-04-08,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.28,100.00
2018-04-09,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.92,100.00
2018-04-10,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.20,100.00
2018-04-11,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.20,100.00
2018-04-12,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.12,100.00
2018-04-13,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,0.36,100.00
2018-04-14,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,0.04,100.00
2018-04-15,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,0.40,100.00
2018-04-16,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,0.36,100.00
2018-04-17,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,0.04,100.00
2018-04-18,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,0.40,100.00
2018-04-19,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,0.40,100.00
2018-04-20,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,0.48,100.00
2018-04-21,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.12,100.00
2018-04-22,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,0.40,100.00
2018-04-23,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,0.40,100.00
2018-04-24,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,0.40,100.00
2018-04-25,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,0.40,100.00
2018-04-26,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,0.40,100.00
2018-04-27,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,0.48,100.00
2018-04-28,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.12,100.00
2018-04-29,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,0.48,100.00
2018-04-30,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.20,100.00
2018-05-01,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.20,100.00
2018-05-02,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.20,100.00
2018-05-03,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.36,100.00
2018-05-04,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.64,100.00
2018-05-05,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.28,100.00
2018-05-06,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.00,100.00
2018-05-07,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.08,100.00
2018-05-08,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.72,100.00
2018-05-09,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.16,100.00
2018-05-10,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,3.68,100.00
2018-05-11,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,4.32,100.00
2018-05-12,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,3.44,100.00
2018-05-13,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.08,100.00
2018-05-14,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.88,100.00
2018-05-15,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,3.52,100.00
2018-05-16,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.72,100.00
2018-05-17,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.08,100.00
2018-05-18,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.72,100.00
2018-05-19,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.92,100.00
2018-05-20,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.20,100.00
2018-05-21,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.12,100.00
2018-05-22,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,0.48,100.00
2018-05-23,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.28,100.00
2018-05-24,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.00,100.00
2018-05-25,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.92,100.00
2018-05-26,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.20,100.00
2018-05-27,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.28,100.00
2018-05-28,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.00,100.00
2018-05-29,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.92,100.00
2018-05-30,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.28,100.00
2018-05-31,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.00,100.00
2018-06-01,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.00,100.00
2018-06-02,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.92,100.00
2018-06-03,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.28,100.00
2018-06-04,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.92,100.00
2018-06-05,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.20,100.00
2018-06-06,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.20,100.00
2018-06-07,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.20,100.00
2018-06-08,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.20,100.00
2018-06-09,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.28,100.00
2018-06-10,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.16,100.00
2018-06-11,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,3.44,100.00
2018-06-12,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.00,100.00
2018-06-13,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.92,100.00
2018-06-14,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.28,100.00
2018-06-15,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.92,100.00
2018-06-16,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.20,100.00
2018-06-17,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.28,100.00
2018-06-18,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.00,100.00
2018-06-19,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.08,100.00
2018-06-20,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.72,100.00
2018-06-21,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.92,100.00
2018-06-22,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.28,100.00
2018-06-23,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.80,100.00
2018-07-15,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,0.13,100.00
2018-07-16,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,0.65,100.00
2018-07-17,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,0.95,100.00
2018-07-18,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,0.65,100.00
2018-07-19,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,0.95,100.00
2018-07-20,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,0.65,100.00
2018-07-21,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.20,100.00
2018-07-22,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.20,100.00
2018-07-23,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.20,100.00
2018-07-24,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,0.95,100.00
2018-07-25,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,0.40,100.00
2018-07-26,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,0.65,100.00
2018-07-27,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,0.95,100.00
2018-07-28,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,0.65,100.00
2018-07-29,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.20,100.00
2018-07-30,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.45,100.00
2018-07-31,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.75,100.00
2018-08-01,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,0.95,100.00
2018-08-02,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,0.40,100.00
2018-08-03,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,0.40,100.00
2018-08-04,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,0.40,100.00
2018-08-05,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,0.40,100.00
2018-08-06,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,0.40,100.00
2018-08-07,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,0.40,100.00
2018-08-08,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,0.40,100.00
2018-08-09,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,0.90,100.00
2018-08-10,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.50,100.00
2018-08-11,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,0.40,100.00
2018-08-12,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,0.65,100.00
2018-08-13,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.20,100.00
2018-08-14,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,0.95,100.00
2018-08-15,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,0.65,100.00
2018-08-16,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.20,100.00
2018-08-17,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.20,100.00
2018-08-18,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.45,100.00
2018-08-19,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.75,100.00
2018-08-20,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,0.95,100.00
2018-08-21,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,0.90,100.00
2018-08-22,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.25,100.00
2018-08-23,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.55,100.00
2018-08-24,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.25,100.00
2018-08-25,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.55,100.00
2018-08-26,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.00,100.00
2018-08-27,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.76,100.00
2018-08-28,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,3.90,100.00
2018-08-29,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.30,100.00
2018-08-30,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.20,100.00
2018-08-31,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.20,100.00
2018-09-01,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.20,100.00
2018-09-02,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.20,100.00
2018-09-03,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.20,100.00
2018-09-04,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.45,100.00
2018-09-05,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.00,100.00
2018-09-06,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.75,100.00
2018-09-07,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.70,100.00
2018-09-08,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.55,100.00
2018-09-09,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.75,100.00
2018-09-10,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.20,100.00
2018-09-11,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.45,100.00
2018-09-12,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.75,100.00
2018-09-13,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.45,100.00
2018-09-14,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.25,100.00
2018-09-15,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.80,100.00
2018-09-16,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.80,100.00
2018-09-17,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.80,100.00
2018-09-18,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.30,100.00
2018-09-19,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.70,100.00
2018-09-20,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.80,100.00
2018-09-21,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.30,100.00
2018-09-22,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,1.70,100.00
2018-09-23,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,3.05,100.00
2018-09-24,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,3.10,100.00
2018-09-25,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.25,100.00
2018-09-26,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.80,100.00
2018-09-27,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.55,100.00
2018-09-28,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.25,100.00
2018-09-29,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.80,100.00
2018-09-30,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.80,100.00
2018-10-01,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,3.81,100.00
2018-10-02,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,4.74,100.00
2018-10-03,5481936581E23D2D178105D44DB6915AB06BFB7F,snowflake,2.00,100.00
